text,length,ind,aspects,polarities
"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",1,0,food,negative
I think I've had some the best meals of my life at minnow.,1,0,food,positive
"Again, the waitress was awesome.",1,0,service,positive
"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",1,0,food,positive
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",1,0,service,negative
We visited Orsay during NY Restaurant Week and tried their dollar 35 menu.,1,0,anecdotes/miscellaneous,neutral
"I actually gave Patroon another chance before writing this, but the second visit was even worse.",1,0,anecdotes/miscellaneous,negative
I'd call it an 'italian dinner'.,1,0,anecdotes/miscellaneous,neutral
Katz's deli is a great NY experience.,1,0,anecdotes/miscellaneous,positive
Tuk Tuk is one of the rare choices for me to go in Brooklyn.,1,0,anecdotes/miscellaneous,positive
My sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.,1,0,anecdotes/miscellaneous,negative
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,2,0,service,negative
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",1,0,food,positive
I have taken practically every guest that has come to visit me in NY and hooked a few New Yorkers onto Peep as well.,1,0,anecdotes/miscellaneous,positive
As always we had a great glass of wine while we waited.,1,0,food,positive
"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",1,0,food,positive
The specials are usually quite good too.,1,0,food,positive
The Prix Fixe menu is worth every penny and you get more than enough  both in quantity AND quality .,2,0,food,positive
Took my sister here before attending a show one evening.,1,0,anecdotes/miscellaneous,neutral
Overall I would recommend it and go back again.,1,0,anecdotes/miscellaneous,positive
We were very pleasantly surprised.,1,0,anecdotes/miscellaneous,positive
I really liked this place.,1,0,anecdotes/miscellaneous,positive
Decent wine selection too.,1,0,food,positive
This was on a Tuesday night.,1,0,anecdotes/miscellaneous,neutral
"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.",1,0,price,positive
I loved this place!!,1,0,anecdotes/miscellaneous,positive
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",1,0,anecdotes/miscellaneous,neutral
"Their sushi, Kamikaze and other Rolls are fresh and well presented.",1,0,food,positive
"In fact, two people could really share one plate.",1,0,food,positive
"They treat me like family, morning and night.",1,0,service,positive
The food is delicious and beautifully prepared along with the friendly and personable service.,2,0,food,positive
Leave the kids at home!,1,0,anecdotes/miscellaneous,neutral
Went with mommy  the only person who could afford taking me here .,1,0,anecdotes/miscellaneous,neutral
delicious simple food in nice outdoor atmosphere.,2,0,food,positive
Not what I wanted to hear.,1,0,anecdotes/miscellaneous,negative
I would go back.,1,0,anecdotes/miscellaneous,positive
I really recommend the very simple Unda  Egg  rolls.,1,0,food,positive
great place to go for a drink too because they have 100 kinds of beer.,1,0,food,positive
"It's not mind-blowing, but to me, thai food never is and never will be.",1,0,food,neutral
"We could not catch our waiter's eye, and he ignored us.",1,0,service,negative
There was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at Pastis.,1,0,anecdotes/miscellaneous,neutral
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",1,0,food,neutral
Metrazur has a beautiful spot overlooking the main terminal.,1,0,ambience,positive
Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.,1,0,anecdotes/miscellaneous,negative
Usually 3 vs. 4 items per dish.,1,0,food,neutral
Everyone I bring here always loves it.,1,0,anecdotes/miscellaneous,positive
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",1,0,service,positive
"This is such a lovely, peaceful place to eat outside.",1,0,ambience,positive
Moderate prices.,1,0,price,neutral
Scalina Fedeli reminded me why service is so integral to fine dining.,1,0,service,positive
The portions are large and the servers always surprise us with a different starter.,2,0,food,positive
"Besides, when you have bad service, that's less money you have to tip.",1,0,service,negative
"After we got our sashimi order, I could not believe how small the portions were!",1,0,food,negative
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",2,0,food,positive
One of my favorite restaurants in the neighborhood.,1,0,anecdotes/miscellaneous,positive
Winnie and her staff are the best crew you can find serving you.,1,0,service,positive
What a ripoff!,1,0,price,negative
"Don't waste your time, or money!!",1,0,anecdotes/miscellaneous,negative
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",1,0,food,negative
This is the kind of place you'd like to take all your friends to and still keep a secret.,1,0,anecdotes/miscellaneous,positive
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,1,0,service,negative
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",1,0,food,positive
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",1,0,anecdotes/miscellaneous,negative
The service is good and the resturant is clean.,2,0,service,positive
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",1,0,food,positive
"But people from Sichuan will die for it   - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.",1,0,anecdotes/miscellaneous,positive
"The staff was very attentive, the ambience lovely, and the food superb.",3,0,food,positive
I can't wait for the nex time.,1,0,anecdotes/miscellaneous,positive
 Besides that there should be more restaurants like it around the city .,1,0,anecdotes/miscellaneous,positive
Not worth the prices.,1,0,price,negative
"After reading the posts, I was always skeptical to go to The Minnow, despite living in Park Slope.",1,0,anecdotes/miscellaneous,neutral
I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.,1,0,anecdotes/miscellaneous,neutral
I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,1,0,food,positive
There was no ambiance.,1,0,ambience,negative
No gimmicks here -- the food speaks for itself in its freshness and preparation.,1,0,food,positive
They wouldnt even let me finish my glass of wine before offering another.,1,0,service,positive
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",1,0,ambience,negative
Would recommend this place as a good date spot if you don't want to drop a ton of cash.,2,0,anecdotes/miscellaneous,positive
"I found the food to be outstanding, particulary the salmon dish I had.",1,0,food,positive
I love and I know gourmet food by excellence!,1,0,food,positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,1,0,service,positive
Great sushi experience.,1,0,food,positive
"The steak is good, the fish is good and the sushi was surprisingly great.",1,0,food,positive
"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",1,0,anecdotes/miscellaneous,neutral
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,1,0,food,negative
The ambience is very romantic and definitely a good place to bring a date.,1,0,ambience,positive
"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",1,0,service,negative
"The wait staff is very friendly, if not overly efficient.",1,0,service,positive
I've been to Joya twice and I will never go again.,1,0,anecdotes/miscellaneous,negative
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",2,0,food,positive
Would recommend - perfect for those looking for a place close to grand central.,1,0,anecdotes/miscellaneous,positive
Tell them Herky sent you and get a free confused look from the waiter.,1,0,anecdotes/miscellaneous,neutral
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,2,0,food,positive
Check it out.,1,0,anecdotes/miscellaneous,positive
The bagels are fabulous.,1,0,food,positive
We usually go to the Chart House to celebrate a birthday or anniversary.,1,0,anecdotes/miscellaneous,neutral
Try the cheesecake!,1,0,food,positive
Great deal!,1,0,anecdotes/miscellaneous,positive
This place is so much fun.,1,0,anecdotes/miscellaneous,positive
Simple comfort food and what hot and lage portions.,1,0,food,positive
"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",1,0,ambience,positive
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",2,0,service,positive
Never again!,1,0,anecdotes/miscellaneous,negative
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",1,0,food,positive
Guess the 555Soul ads didn't launch her big modeling career.,1,0,anecdotes/miscellaneous,neutral
I've always been seated propmtly.,1,0,service,positive
The makhani was OK --the korma was bland.,1,0,food,negative
We both opted for a pasta dish and they were served timely and fresh.,2,0,service,positive
"However, it's not worth a special trip.",1,0,anecdotes/miscellaneous,negative
"service is friendly, and never had a problem walking in and getting a table.",1,0,service,positive
"not only does make the best pizza in NY , maybe anywhere.",1,0,food,positive
BE CAREFUL before you request extra spice.,1,0,food,neutral
"I live nearby and when they first opened, I ate there a lot.",1,0,anecdotes/miscellaneous,neutral
We've lived in the area for more than 8 years.,1,0,anecdotes/miscellaneous,neutral
Try green curry with vegetables.,1,0,food,positive
The pizza here is delicious.,1,0,food,positive
The food options rule.,1,0,food,positive
Monday nights are a bargain at the dollar 28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,1,0,price,positive
"The portions are HUGE, so it might be good to order three things to split  rather than one appetizer and entree per person  for two people.",1,0,food,positive
It was not above ordinary and the beef version had cheap  undercooked  beef.,1,0,food,negative
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",1,0,service,positive
The staff ignored my friends and I the entire time we were there.,1,0,service,negative
First of all Dal Bukhara Rocks.,1,0,anecdotes/miscellaneous,positive
Drinks way over priced.,1,0,price,negative
"Being from the south, there aren't any good delis in my area and while watching Foods across America on PBS I found out about Katz's Deli.",1,0,anecdotes/miscellaneous,neutral
I'd definitely recommend this little place.,1,0,anecdotes/miscellaneous,positive
"Over price, and small portions .",2,0,food,negative
Service was good and food is wonderful.,2,0,food,positive
We generally like good restaurants and eat out often but Kai was way to expensive for what we got.,1,0,price,negative
Worth visiting the 1st Ave spot because it is the original store.,1,0,anecdotes/miscellaneous,positive
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,1,0,service,negative
"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",1,0,service,negative
All in all the food was above average and I would return to see how they operate with four or less dinners.,1,0,food,positive
The lamb meat was under-cooked and EXTRMELY CHEWY.,1,0,food,negative
Their sake martini is wonderful.,1,0,food,positive
"overall, a solid restaurant and at less than dollar 40pp  including wine , a solid deal as well.",2,0,anecdotes/miscellaneous,positive
The service is not consistently excellent -- just decent.,1,0,service,neutral
I recently tried Suan and I thought that it was great.,1,0,anecdotes/miscellaneous,positive
"Stick to dimsum, not super overpriced noodles.",2,0,food,negative
And the Tom Kha soup was pathetic.,1,0,food,negative
Be careful of portions - they're HUGE.,1,0,food,positive
My friends and I showed up on a Sat.,1,0,anecdotes/miscellaneous,neutral
Would definitely visit again.,1,0,anecdotes/miscellaneous,positive
"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",1,0,service,negative
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",1,0,ambience,positive
just got back from lunch at Tamarind and it was excellent.,1,0,food,positive
This was one of the BEST restaurants I've ever been to.,1,0,anecdotes/miscellaneous,positive
"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",1,0,food,positive
I've been there three times and have always had wonderful experiences.,1,0,anecdotes/miscellaneous,positive
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",3,0,food,positive
When we walked in it seemed like it was there for 200 years.,1,0,anecdotes/miscellaneous,neutral
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,1,0,ambience,positive
"This is some really good, inexpensive sushi.",2,0,food,positive
I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,1,0,anecdotes/miscellaneous,negative
Okay service.,1,0,service,neutral
By far the best salad I have had in a fast food restaurant.,1,0,food,positive
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",2,0,food,positive
Another welcome addition to the neighborhood.,1,0,anecdotes/miscellaneous,positive
We do not need to go to a four-star restaurant anymore.,1,0,anecdotes/miscellaneous,neutral
"Overall, worht every penny.",1,0,price,positive
The Yellowtail was particularly good as well.,1,0,food,positive
My husband and I enjoyed each of the 6 taste size portions and left completely full.,1,0,food,positive
Service is average.,1,0,service,neutral
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",3,0,food,positive
They charge dollar 6.00 for rice.,1,0,price,negative
"The vibe is very relaxed and cozy, service was great and the food was excellent!",3,0,food,positive
A cool place to hang with your friends for a couple of healthy drinks and desserts.,2,0,food,positive
I am going to the mid town location next.,1,0,anecdotes/miscellaneous,neutral
Decor is nice though service can be spotty.,2,0,service,positive
I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.,1,0,anecdotes/miscellaneous,neutral
I've been here a couple of times and have not been impressed.,1,0,anecdotes/miscellaneous,negative
"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!",1,0,anecdotes/miscellaneous,positive
Do yourself a favor and walk the extra avenue from joe's to eat here.,1,0,anecdotes/miscellaneous,positive
I think the restaurant was too loud  when full  to be romantic.,1,0,ambience,negative
Pizza was a little soggy.,1,0,food,negative
This is the best sushi in new york city - hands down.,1,0,food,positive
And it was quick which is very important.,1,0,service,positive
"Toons has recently been redone, so it's now a very attractive space.",1,0,ambience,positive
The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,1,0,food,positive
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,1,0,anecdotes/miscellaneous,positive
it helps if you know what to order.,1,0,anecdotes/miscellaneous,neutral
"When family came in he gave them apps to test their palets, and then ordered for them.",1,0,service,neutral
"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",1,0,service,positive
You can't go wrong with this place.,1,0,anecdotes/miscellaneous,positive
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",1,0,food,negative
If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,1,0,anecdotes/miscellaneous,positive
Suan is a great place that I often take my friends  classmates  too.,1,0,anecdotes/miscellaneous,positive
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,1,0,service,positive
The grilled cheese at home afterwards was better.!!,1,0,food,negative
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",1,0,food,negative
The food was absolutely horrible!,1,0,food,negative
I've been here twice now.,1,0,anecdotes/miscellaneous,neutral
"Southern Indian cuisine is still there, too.",1,0,food,neutral
A friend from Seattle and I went on a Thursday night around 8:30.,1,0,anecdotes/miscellaneous,neutral
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",1,0,service,negative
We always have a delicious meal and always leave feeling satisfied.,1,0,food,positive
Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,1,0,food,positive
We will go back every time we are in the City.,1,0,anecdotes/miscellaneous,positive
Not the typical NYC gimmick theme restaurant.,1,0,ambience,positive
"Try the hot dogs too, they're snappy and delicious.",1,0,food,positive
"Food was very good, but not what I would consider out of this world.",1,0,food,positive
"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",1,0,food,negative
We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,1,0,food,positive
We were told that they were booked solid and no other table was available.,1,0,service,negative
"This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St  barber's alley  in Chinatown.",1,0,ambience,negative
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,1,0,price,negative
"I seriously doubt I will ever dine at Jimmy's Bronx, or for that matter, Jimmy's Uptown, again.",1,0,anecdotes/miscellaneous,negative
I would recommend this place to anyone and would without a doubt come again.,1,0,anecdotes/miscellaneous,positive
The bruschetta and panini's are so yummy!,1,0,food,positive
IT IS DEFINITELY SPECIAL AND AFFORDABLE.,2,0,anecdotes/miscellaneous,positive
Stumbled upon this gem of a pizza place and I will be going back frequently.,1,0,anecdotes/miscellaneous,positive
The food has been consistant for years and it never lets you down.,1,0,food,positive
The menu is very limited - i think we counted 4 or 5 entrees.,1,0,food,negative
And you're hungry a few hours later.,1,0,food,neutral
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,1,0,anecdotes/miscellaneous,positive
Taj Mahal offeres gret value and great food.,2,0,food,positive
"The burger was great, also.",1,0,food,positive
This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,1,0,anecdotes/miscellaneous,positive
What more can you ask for?,1,0,anecdotes/miscellaneous,positive
"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",1,0,food,positive
I liked the food at this quasi-thai restaurant.,1,0,food,positive
Jimmy is Dominican!,1,0,anecdotes/miscellaneous,neutral
Our server checked on us maybe twice during the entire meal.,1,0,service,negative
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",2,0,food,positive
Ingredients are organic which is a real plus for me.,1,0,food,positive
The food is amazing!!!!,1,0,food,positive
THE BIG COMPLAINT: NO TOASTING AVAILABLE.,1,0,food,negative
It's all about the food !!,1,0,food,positive
I have to agree with the previous reviewer.,1,0,anecdotes/miscellaneous,neutral
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",1,0,service,positive
"If you like Sakagura but you feel it's too much, you'd better try Yokocho.",1,0,anecdotes/miscellaneous,neutral
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",2,0,food,positive
.the best I've found outside of the Chinatown masters.,1,0,food,positive
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",1,0,service,positive
"Seriously, this place kicks ass.",1,0,anecdotes/miscellaneous,positive
"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.",1,0,ambience,neutral
Interior was so so.,1,0,ambience,negative
first it took us a long time to find the place.,1,0,anecdotes/miscellaneous,negative
Ciao Bella,1,0,anecdotes/miscellaneous,neutral
Have frequented 'ino for several years and the food remains excellent.,2,0,food,positive
I just do not understand what the fuss is all about.,1,0,anecdotes/miscellaneous,negative
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",2,0,service,negative
"The best part of the experience was knowing that the manager  a bubbly, friendly young woman with a great smile  truly cared about how we were doing.",1,0,service,positive
The food was well prepared and the service impecable.,2,0,food,positive
"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving  mean while there were boths open all around .",1,0,service,negative
I ate here a week ago and found most dishes average at best and too expensive.,2,0,food,negative
They have some great entrees here as well.,1,0,food,positive
Went inside and I started to get excited.,1,0,anecdotes/miscellaneous,positive
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",1,0,food,positive
I felt as though I were eating in Paris.,1,0,ambience,positive
The place itself is beautiful the bar scene seems to be happening.,1,0,ambience,positive
"Fresh, authentic, french cuisine in substantial portions.",1,0,food,positive
The servers give you some sample slices of your order while you wait  shortly I might add .,1,0,service,positive
You will find yourself returning quite often.,1,0,anecdotes/miscellaneous,positive
I drop more dollar bills here than your uncle after a weekend at Scores.,1,0,anecdotes/miscellaneous,neutral
Some baby pizzas get their wish.,1,0,food,neutral
"Bagels are ok, but be sure not to make any special requests!",1,0,food,neutral
"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",1,0,anecdotes/miscellaneous,negative
Great atmoshere and worth every bit.,1,0,ambience,positive
"Hey, I think dollar 2+ for a 5 block walk ain't bad.",1,0,anecdotes/miscellaneous,neutral
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,3,0,food,positive
Food was OK - fish was cooked well.,1,0,food,positive
They charge different prices all the time.,1,0,price,negative
The Thai food is good.,1,0,food,positive
"It is terrific, as is the value.",2,0,food,positive
You should pass on the calamari.,1,0,food,negative
The only other steakhouse that seems to hold a candle to Roth's is the Strip House.,1,0,anecdotes/miscellaneous,neutral
The establishment scores big points in presentation and style.,1,0,ambience,positive
They were served warm and had a soft fluffy interior.,1,0,food,positive
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",1,0,service,negative
and there's no way out.,1,0,anecdotes/miscellaneous,neutral
Appetizers are somewhere around dollar 7 each and the main dishes are between dollar 11 and dollar 16.,1,0,price,neutral
"Because of the delicate thin crust, take-out pies get soggy in their boxes.",1,0,food,negative
"When going out for a nice dinner, I like a nice ambiance as well as very good food.",1,0,anecdotes/miscellaneous,neutral
I absolutely love this place!!!,1,0,anecdotes/miscellaneous,positive
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,1,0,food,positive
I have been about 4 times and have always had a great meal.,1,0,food,positive
Go inside and you won't want to leave.,1,0,anecdotes/miscellaneous,positive
"dollar 160 for 2 filets, 2 sides, an appetizer and drinks.",2,0,food,neutral
It is simply amazing.,1,0,anecdotes/miscellaneous,positive
"Great service, great food.",2,0,food,positive
I thought this place was totally overrated.,1,0,anecdotes/miscellaneous,negative
"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.",1,0,food,neutral
"Especially liked chicken tikka and the naan, and the dals.",1,0,food,positive
"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",1,0,anecdotes/miscellaneous,positive
I'm not sure why these other reviewers are whining so much.,1,0,anecdotes/miscellaneous,neutral
This big draw is the all you can sushi here for dollar 19.95!,1,0,price,positive
They treated us well and the food was extremely fresh and well-prepared.,2,0,food,positive
"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",2,0,service,positive
"A large is dollar 20, and toppings are about dollar 3 each.",1,0,price,negative
"The bread and lamb chops I had before the meal were quite good, however.",1,0,food,positive
"I found it on a cold night, the perfect spot to warm up.",1,0,ambience,positive
Terrible experience.,1,0,anecdotes/miscellaneous,negative
"Drinks got screwed up, she acted put upon.",1,0,service,negative
sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,1,0,price,positive
Rosario's is without a doubt one of the greatest pizzerias in existence.,1,0,anecdotes/miscellaneous,positive
But who says Murray's is anything about service.,1,0,service,neutral
Much more reasonably priced too!,1,0,price,positive
"otherwise, good stuff for late nite eats.",1,0,food,positive
Fresh ingredients and everything is made to order.,1,0,food,positive
"I will have to say, this Bengali Fast Food joint is clearly my favorite.",1,0,anecdotes/miscellaneous,positive
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,1,0,food,positive
That's why you have to pay more for that.,1,0,anecdotes/miscellaneous,neutral
Have been several times and it never dissapoints.,1,0,anecdotes/miscellaneous,positive
I couldn't reccommend their Godmother pizza any higher.,1,0,food,positive
Nice place though.,1,0,anecdotes/miscellaneous,positive
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,2,0,food,positive
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's  east side .",1,0,food,positive
i love the pics of andy warhol when he used to frequent the place  he painted the ballato's sign in the window .,1,0,ambience,positive
This place is worth going even if only for their beer.,1,0,food,positive
"Unfortunately, the food was NOT something to get worked up about.",1,0,food,negative
"Good, fast service.",1,0,service,positive
I loving bringing friends here - and I do so every chance I get.,1,0,anecdotes/miscellaneous,positive
What's the difference between the two?,1,0,anecdotes/miscellaneous,neutral
The pizza is yummy and I like the atmoshpere.,2,0,food,positive
"This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.",1,0,anecdotes/miscellaneous,positive
HIGHLY RECOMMENDED for a first date.,1,0,anecdotes/miscellaneous,positive
The only thing I could get attention from was one of at least two cats running around that kept batting at my table.,1,0,anecdotes/miscellaneous,negative
Much of the time it seems like they do not care about you.,1,0,service,negative
"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",1,0,food,positive
"Service was very good - prompt, attentive and non-intrusive.",1,0,service,positive
"if this happens, just ask for real naan.",1,0,anecdotes/miscellaneous,neutral
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,1,0,food,negative
The bill is approximately dollar 25 for 2 at lunch without drinks.,1,0,price,neutral
Overall a worthwhile experience.,1,0,anecdotes/miscellaneous,positive
The appetizers are just OK and the main courses were decidedly subpar.,1,0,food,negative
All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,1,0,food,positive
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",1,0,food,positive
"When you want a piece of beef, head on over.",1,0,food,positive
We were very surprised by how good the food was on our first visit here on a Sunday night.,1,0,food,positive
Dinner took almost 4 hours without any lag time.,1,0,anecdotes/miscellaneous,negative
"The view is spectacular, and the food is great.",2,0,food,positive
Molto bene!,1,0,anecdotes/miscellaneous,positive
I was pretty much full after our fondue appetizer.,2,0,food,positive
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz  the chilaquiles were awesome!",3,0,food,positive
"The food arrived 20 minutes after I called, cold and soggy.",2,0,food,negative
And I've been to many NYC delis.,1,0,anecdotes/miscellaneous,neutral
But too far east!,1,0,anecdotes/miscellaneous,negative
"Anyway, the food is good, the price is right and they have a decent wine list.",2,0,food,positive
And everytime I go there's a bunch of drunk idiots making a scene out front.,1,0,ambience,negative
"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",1,0,food,neutral
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,1,0,anecdotes/miscellaneous,neutral
"Kind, attentive wait staff.",1,0,service,positive
"I recommend the garlic shrimp, okra  bindi , and anything with lamb.",1,0,food,positive
"Best of all is the warm vibe, the owner is super friendly and service is fast.",2,0,service,positive
"Orsay, is without a doubt one of the best values for authentic French food in NYC.",1,0,food,positive
I went here with my boyfriend and another couple.,1,0,anecdotes/miscellaneous,neutral
The menu prices are a bit expensive for what you get in quality and portion size.,2,0,price,negative
"Just straight up cheap, good food.",2,0,food,positive
It is thick and slightly soggy.,1,0,food,negative
The server was really cool and served us our food and drinks with a smile.,1,0,service,positive
We had a most unpleasant experience at this restaurant.,1,0,anecdotes/miscellaneous,negative
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",1,0,food,negative
"Food is average, and I would say even the chain restaurant Baluchi's tastes better.",1,0,food,negative
"What is even better, is that the prices are very affordable as well, and the food is really good.",2,0,food,positive
"Great wine list, reasonably priced.--Sara",2,0,food,positive
"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.",1,0,anecdotes/miscellaneous,negative
They all know you.,1,0,service,positive
Wine list selection is good and wine-by-the-glass was generously filled to the top.,1,0,food,positive
There is nothing more pleasant than that.,1,0,anecdotes/miscellaneous,positive
This restaurant was way overhyped.,1,0,anecdotes/miscellaneous,negative
"If you go to Roth's try to be served by Mike, he is GREAT!!",1,0,service,positive
This restaurant is such a great place.,1,0,anecdotes/miscellaneous,positive
This place is the most Japanese it can ever get.,1,0,ambience,positive
Best Reuben sandwich ever!,1,0,food,positive
A++   The service was good to excellent along with the attitude.,1,0,service,positive
We were treated with attitude ever since the moment we stepped into the restaurant!,1,0,service,negative
Just wish they'd expand.,1,0,anecdotes/miscellaneous,neutral
" dollar 200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks .",1,0,price,negative
I guess the way my friends and I described it was The French Colonies.,1,0,anecdotes/miscellaneous,neutral
"Sure enough, exactly 30 minutes later we got the call and were seated promptly.",1,0,service,positive
"Compared to other shabu restaurants around town, this places wins hands-down.",1,0,anecdotes/miscellaneous,positive
Okay-i don't mind the oily part  cause most are cooked that way  but it was way too bland.,1,0,food,negative
Very popular style Izakaya  Sake and small portion of sake-friendly dishes  .,1,0,food,positive
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",2,0,food,positive
"To speak of the Park Side, words can not describe.",1,0,anecdotes/miscellaneous,neutral
Service was prompt and courteous.,1,0,service,positive
