aspects,polarities,text,length,ind
['anecdotes/miscellaneous'],['negative'],"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.",1,0
['food'],['positive'],Nevertheless the food itself is pretty good.,1,0
['price'],['positive'],And cheap!,1,0
"['food', 'ambience']","['positive', 'positive']",They need a kick out of it but until then the sushi is pretty good and the place is consistent.,2,0
['food'],['positive'],"The food, served in small tasting portions  as an option  is very good with each dish being better than the next.",1,0
['ambience'],['neutral'],"i've noticed megadeth, mr. scruff, st. germain, traditional vietnamese songs, black sabbath, jay-z, and daft punk all being played.",1,0
"['food', 'service']","['positive', 'positive']","Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",2,0
['service'],['negative'],"The service was bad, the food took to forever to come, we sat on the upper level.",1,0
['service'],['positive'],"During our meal, the management came over and checked on us and even bought us a round of drinks.",1,0
['food'],['positive'],The food there are sastifying.,1,0
['anecdotes/miscellaneous'],['positive'],"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",1,0
['food'],['positive'],Consistently good Japanese Tapas.,1,0
"['service', 'ambience']","['negative', 'negative']",I had to share my table with a loud group of kids and the service was rude an unattentive.,2,0
['food'],['positive'],The quail was fantastic and unique and the pastas were full of flavor.,1,0
['anecdotes/miscellaneous'],['neutral'],I thought going to Jimmys would give me a real Domincan exprience.,1,0
['ambience'],['neutral'],"Probably much busier for lunch, it's seldom crowded for dinner  too close to downtown .",1,0
['service'],['negative'],Why make a reservation if you aren't going to keep it?,1,0
['anecdotes/miscellaneous'],['positive'],"Conveniently located too, being right on Bedford ave.",1,0
['anecdotes/miscellaneous'],['neutral'],I agree.,1,0
['price'],['positive'],The lunch special is an asbolute steal.,1,0
['anecdotes/miscellaneous'],['positive'],I love this place!,1,0
['anecdotes/miscellaneous'],['positive'],Highly recommended to all!,1,0
['anecdotes/miscellaneous'],['positive'],I brought some buddies from CA and they loved it.,1,0
['food'],['positive'],By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,1,0
['price'],['positive'],Acceptable prices.,1,0
['anecdotes/miscellaneous'],['positive'],Definately check it out!!!,1,0
['food'],['negative'],"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should  also note lack of Chinese here .",1,0
"['anecdotes/miscellaneous', 'food']","['negative', 'negative']",It was so bad I actually refused to pay for my food.,2,0
['anecdotes/miscellaneous'],['neutral'],We were fast to order the appetizer platter since we were very hungry.,1,0
['ambience'],['positive'],I love the atmorphere @ peep!,1,0
['food'],['negative'],The menu is nothing like the one on the website.,1,0
['ambience'],['neutral'],There is a real gallery of stars that have visited.,1,0
['price'],['positive'],"It's a really great deal, considering we got full off of four dollars.",1,0
['ambience'],['positive'],"To me it exemplifies Soho, cute, artsy, interesting.",1,0
['anecdotes/miscellaneous'],['negative'],"They don't concern much of customer's health, just want to make money.",1,0
['food'],['positive'],The dim sum however was very good.,1,0
['food'],['positive'],Get the tuna of gari.,1,0
['service'],['negative'],"Then, IF they answer the phone, you're lucky if they don't hang up on you!",1,0
['food'],['positive'],Raga stands out with an interesting fusion of French and Indian cooking.,1,0
['food'],['positive'],The wine list is extensive and impressive.,1,0
['food'],['negative'],"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",1,0
['price'],['positive'],"For the location, the prices are very reasonable.",1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","Nice atmosphere, the service was very pleasant and the desert was good.",3,0
['food'],['negative'],"The food is terrible and overall, I would have to say avoid at all costs.",1,0
['food'],['neutral'],Several of the dim sum orders had about 6-8 pieces.,1,0
['price'],['negative'],The only fallback on this restaurant is the prices.,1,0
['food'],['positive'],Their tuna tartar appetizer is to die for.,1,0
['food'],['positive'],The food was authentic.,1,0
['food'],['positive'],"The food is spectacular, from the appitizers to the main course, and then of course the desserts,  WOW  you'll need no more.",1,0
"['service', 'food']","['positive', 'positive']",He takes real pride in his food and his business.,2,0
['anecdotes/miscellaneous'],['positive'],"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.",1,0
['ambience'],['positive'],"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek  for Chinatown  alternative.",1,0
['food'],['positive'],They've the best desserts and mixed drinks as well as snack foods.,1,0
['food'],['positive'],"The food is good, I can't lie.",1,0
['anecdotes/miscellaneous'],['positive'],for my birthday and we had an excellent time.,1,0
['anecdotes/miscellaneous'],['neutral'],"When we arrived at 6:00 PM, the restaurant was practically empty.",1,0
['anecdotes/miscellaneous'],['positive'],Can't wait wait for my next visit.,1,0
['price'],['negative'],Amma has the worst value for money I have experienced in NYC over the past 2 years.,1,0
['service'],['negative'],"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",1,0
['food'],['positive'],"Delicate spices, onions, eggs and a kick-ass roti.",1,0
['anecdotes/miscellaneous'],['positive'],"However, it is jus too good to not praise it.",1,0
['anecdotes/miscellaneous'],['negative'],Wouldn't recomend it for dinner!,1,0
['anecdotes/miscellaneous'],['neutral'],We were exploring Grand Central and didn't want to eat in the food court.,1,0
['ambience'],['positive'],It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,1,0
['service'],['negative'],"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",1,0
['food'],['negative'],"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",1,0
['food'],['negative'],"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",1,0
"['anecdotes/miscellaneous', 'service']","['positive', 'positive']",This is a great Thai restaurant with a very friendly staff.,2,0
"['anecdotes/miscellaneous', 'price']","['positive', 'positive']",we spent 50 dollar dollar  definetly will come back with my friends!!!,2,0
['food'],['positive'],My husband and I enjoy Sangria.,1,0
['food'],['negative'],All my co-workers were amazed at how small the dish was.,1,0
['anecdotes/miscellaneous'],['neutral'],Our friends have not arrived yet.,1,0
['service'],['negative'],You have to increase the service a lot.,1,0
['anecdotes/miscellaneous'],['neutral'],It is run by the same Sichuan chef who started the chain in Chinatown.,1,0
['anecdotes/miscellaneous'],['neutral'],A one women show!,1,0
['food'],['positive'],Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,1,0
['food'],['positive'],If you have a dumpling fetish i suggest you try some here!,1,0
['anecdotes/miscellaneous'],['neutral'],Turned out there was full service upstairs and sat down.,1,0
['anecdotes/miscellaneous'],['negative'],This place must have cost the owners afortune to build.,1,0
"['service', 'ambience']","['positive', 'positive']",Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,2,0
"['food', 'service']","['positive', 'positive']",The food was great and the service was even better.,2,0
['anecdotes/miscellaneous'],['neutral'],There are other Vietnamese restaurants in the chinatown area and you can forget about those.,1,0
['food'],['positive'],"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",1,0
['anecdotes/miscellaneous'],['positive'],"The New York Times has reviewed this place three times already, you know it's going to be good.",1,0
"['food', 'service', 'price']","['positive', 'positive', 'positive']","I found the food, service and value exceptional everytime I have been there.",3,0
['food'],['positive'],"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",1,0
['food'],['positive'],"We all ate pasta entre'es, which were great.",1,0
"['ambience', 'price']","['positive', 'positive']","Spice is sleek, modern and cool with a menu that will not hurt your wallet.",2,0
['anecdotes/miscellaneous'],['positive'],What more could you want?,1,0
['anecdotes/miscellaneous'],['neutral'],We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,1,0
"['food', 'service']","['positive', 'positive']",I've never had bad service and the fish is fresh and delicious.,2,0
['food'],['neutral'],i don't usually order wine with indian so i can't comment on their wine list or their wines.,1,0
['food'],['positive'],I really like both the scallops and the mahi mahi  on saffron risotto-yum! .,1,0
['anecdotes/miscellaneous'],['neutral']," or sister, in my case! .",1,0
['service'],['negative'],It took them 15 minutes to put water in our glasses.,1,0
['anecdotes/miscellaneous'],['negative'],"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",1,0
['food'],['positive'],"If anyones has doubt of not knowing enough about wines,please check their wine list.",1,0
['food'],['positive'],"Great wine, great food.",1,0
['anecdotes/miscellaneous'],['neutral'],I have been urged by friends for months to check out the mermaid inn.,1,0
['food'],['neutral'],The meat dishes were only so-so.,1,0
['ambience'],['positive'],"I didn't complain, I liked the atmosphere so much.",1,0
['service'],['positive'],We've never had any problems with the staff but maybe we've been lucky?,1,0
['ambience'],['positive'],"When you enter, you feel like you have entered your mom's kitchen.",1,0
['food'],['positive'],"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",1,0
['ambience'],['positive'],They don't walk around with the trays of Dim Sum.,1,0
['service'],['negative'],"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",1,0
['food'],['positive'],go here for the drinks!,1,0
['price'],['negative'],"Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road",1,0
['price'],['negative'],Definitely not worth the price!,1,0
['ambience'],['positive'],Don't waste money on decor.,1,0
"['anecdotes/miscellaneous', 'ambience']","['positive', 'positive']",I LOVED THE SHOWS.,2,0
['food'],['negative'],The sides were ok and incredibly salty.,1,0
['anecdotes/miscellaneous'],['neutral'],Went to Village last night for my birthday.,1,0
['service'],['negative'],"Both times I was extremely dissappointed by the service, which was boarderline rude.",1,0
['anecdotes/miscellaneous'],['negative'],I liked this place the first time but doubt I will ever return.,1,0
['food'],['positive'],"However, they've got the most amazing pastrami and the soups hit the spot.",1,0
['food'],['negative'],Plain and simple it's bad thai food.,1,0
['anecdotes/miscellaneous'],['negative'],I wish they would change back to what it was before.,1,0
['food'],['positive'],The food's as good as ever.,1,0
['service'],['positive'],Everyone was more then happy with his choices.,1,0
['service'],['positive'],The service was attentive and her suggestions of menu items was right on the mark.,1,0
['service'],['negative'],Our first greeting when we entered was The last call is at 10:15.,1,0
['anecdotes/miscellaneous'],['positive'],I'm told that it is open 24hrs which is good.,1,0
['anecdotes/miscellaneous'],['positive'],"I will definetely go back again and again, that's for sure!!!",1,0
['food'],['positive'],The flavors robust and subtle.,1,0
['food'],['positive'],Of course the reason its so packed is because the food is so delicious!,1,0
['anecdotes/miscellaneous'],['positive'],Good for dates or with friends.,1,0
['food'],['positive'],"The quantity is also very good, you will come out satisfied.",1,0
['anecdotes/miscellaneous'],['negative'],"Went there last night for 2 year anniversery, and wasn't all that impressed.",1,0
['ambience'],['neutral'],"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",1,0
['service'],['positive'],Ive been here a bunch of times now and the service is always outstanding.,1,0
['food'],['neutral'],The dim sum servings here are a bit larger than I'm used to.,1,0
['ambience'],['positive'],"great for a romantic evening, or a fun evening with friends...",1,0
['anecdotes/miscellaneous'],['positive'],"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",1,0
['food'],['positive'],I love Indian food and consider myself to be quite an expert on it.,1,0
['food'],['positive'],The tastes makes your mouth water for more.,1,0
['anecdotes/miscellaneous'],['negative'],"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",1,0
['food'],['positive'],The food was pretty tradional but it was hot and good with large portions.,1,0
['food'],['positive'],"In an area sadly lacking in decent Thai food, this is one of the best spots.",1,0
['anecdotes/miscellaneous'],['neutral'],Look I dont know if the people who wrote the reviews have ever been to a decent place  PLEASE TRY SOMEOTHER PLACES .,1,0
['anecdotes/miscellaneous'],['positive'],Hurley's is terrific!,1,0
['ambience'],['positive'],It's a nice place to relax and have conversation.,1,0
['service'],['positive'],"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",1,0
['food'],['positive'],The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,1,0
['food'],['positive'],"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source  special menu .",1,0
['anecdotes/miscellaneous'],['neutral'],We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,1,0
['anecdotes/miscellaneous'],['positive'],It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.,1,0
['food'],['positive'],it's delicious!,1,0
"['ambience', 'price']","['positive', 'positive']",this little place has a cute interior decor and affordable city prices.,2,0
['price'],['positive'],"Lunch came with pickels and slaw, no extra charge.",1,0
['food'],['positive'],"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",1,0
['anecdotes/miscellaneous'],['positive'],Suan was a recommendation that I am glad we heeded.,1,0
['anecdotes/miscellaneous'],['positive'],We happened upon this place purely by accident and were pleased with the results.,1,0
['anecdotes/miscellaneous'],['positive'],I had a grat time at Jekyll and Hyde!,1,0
['anecdotes/miscellaneous'],['negative'],I definitely wouldn't go back.,1,0
['food'],['positive'],"Try everything for that matter, it is all good.",1,0
['food'],['positive'],"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",1,0
['anecdotes/miscellaneous'],['neutral'],"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",1,0
['price'],['positive'],dollar 20 for all you can eat sushi cannot be beaten.,1,0
['anecdotes/miscellaneous'],['neutral'],I have walked by this place for eons and finally went thanks to a girls' night.,1,0
['food'],['positive'],The fries are yummy.,1,0
['anecdotes/miscellaneous'],['positive'],great experience overall.,1,0
['service'],['negative'],The counter service is bad.,1,0
['food'],['positive'],But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza  a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual .,1,0
"['food', 'price']","['positive', 'positive']","While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",2,0
['anecdotes/miscellaneous'],['negative'],We were sorry to check them off our list as we had enjoyed and recommended the place in the past.,1,0
['anecdotes/miscellaneous'],['positive'],"It is the type of place to run into old friends and have a late, raucus dinner.",1,0
['anecdotes/miscellaneous'],['negative'],NO PIZZA 33 for me!,1,0
"['anecdotes/miscellaneous', 'food', 'price']","['positive', 'positive', 'positive']","Check it out, it won't hurt your stomach or your wallet.",3,0
['price'],['positive'],Price no more than a Jersey deli but way better.,1,0
['anecdotes/miscellaneous'],['positive'],"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",1,0
['anecdotes/miscellaneous'],['negative'],"We left, never to return.",1,0
['food'],['positive'],"Trust me, it will be great, and all of it will be devoured in no time.",1,0
['anecdotes/miscellaneous'],['positive'],"Have eaten at Ginger House several times, and it's always good.",1,0
"['food', 'price']","['neutral', 'neutral']",The food is okay and the prices here are mediocre.,2,0
['anecdotes/miscellaneous'],['positive'],SO SO SO SO SO good!,1,0
['service'],['negative'],"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",1,0
['food'],['positive'],These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","The blond wood decor is very soothing, the premium sake is excellent and the service is great.",3,0
"['food', 'service', 'price']","['negative', 'negative', 'negative']",And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,3,0
['anecdotes/miscellaneous'],['neutral'],I haven't been to the other locations.,1,0
['service'],['negative'],but the service was a bit slow.,1,0
"['anecdotes/miscellaneous', 'ambience']","['neutral', 'neutral']","For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",2,0
['food'],['positive'],too large for just two people but nothing was left.,1,0
['ambience'],['positive'],"I like the ambience, it's very dark and original.",1,0
['price'],['positive'],There was a great deal for 6 Blue Point oysters and a beer or glass of wine for dollar 8!,1,0
['service'],['positive'],Always great service!,1,0
['anecdotes/miscellaneous'],['positive'],you guys rock.,1,0
['food'],['positive'],"I recommend their Pad See Ew, Pork Chops or Tofu plates.",1,0
['service'],['positive'],The staff is no nonsense.,1,0
['anecdotes/miscellaneous'],['neutral'],We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,1,0
['food'],['positive'],"The beverages were excellent, and the dessert was good.",1,0
['anecdotes/miscellaneous'],['negative'],"Skip this restaurant, it's a big disappointment.",1,0
['service'],['negative'],"After all that, they complained to me about the small tip.",1,0
['anecdotes/miscellaneous'],['negative'],I was wrong.,1,0
"['service', 'anecdotes/miscellaneous']","['negative', 'negative']",I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,2,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","Great food, great decor, great service.",3,0
['anecdotes/miscellaneous'],['negative'],"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.",1,0
['service'],['negative'],Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,1,0
['service'],['positive'],"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",1,0
['ambience'],['positive'],Cute and decorative.,1,0
"['service', 'food']","['neutral', 'neutral']","However, service was as plain as sesame crusted Salmon I had.",2,0
['service'],['negative'],"The waitress, seems to be more concerned of looking good than actually waitressing.",1,0
['ambience'],['positive'],"It's like you are transported to the Italian countryside, very romantic and filled with antiques.",1,0
['food'],['positive'],The one vegetarian entree  Abby's treasure  was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,1,0
['price'],['positive'],It's a steal!,1,0
['food'],['positive'],The food here does a great service to the name  Cantonese that is... .,1,0
['food'],['negative'],What came to our table was burned beyond recognition and stringy.,1,0
['anecdotes/miscellaneous'],['neutral'],I noted it was crossed off on the bill.,1,0
['anecdotes/miscellaneous'],['neutral'],"But, hey, there is anything better with a decent vegetarian selection in Astoria.",1,0
['anecdotes/miscellaneous'],['positive'],This is a consistently great place to dine for lunch or dinner.,1,0
['service'],['positive'],"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",1,0
['ambience'],['negative'],Our tiny table for two  dinner plates hung over edge  was right in the middle of one of the lanes of waiter traffic.,1,0
['food'],['positive'],"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",1,0
['ambience'],['positive'],"Ambience is so cute and quaint, good for business although we were there on vacation.",1,0
"['food', 'service', 'price']","['positive', 'positive', 'positive']","Great food, great prices, great service.",3,0
['anecdotes/miscellaneous'],['positive'],Will absolutely visit again.,1,0
['anecdotes/miscellaneous'],['neutral'],Went for a late weekday lunch.,1,0
"['food', 'price']","['negative', 'negative']",The food was boring and expensive.,2,0
['anecdotes/miscellaneous'],['positive'],Excellent experience.,1,0
['food'],['positive'],Stick to the gulab jamun.,1,0
"['food', 'service']","['positive', 'positive']",Great pizza and fantastic service.,2,0
['anecdotes/miscellaneous'],['positive'],"Alain Ducasse is the best of everything, I mean everything was excelent.I",1,0
['ambience'],['neutral'],"Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least.",1,0
['anecdotes/miscellaneous'],['positive'],I have been to Mary's many times and I like it.,1,0
"['ambience', 'service']","['negative', 'negative']",There is also very limited seating and there can be a substantial wait in getting food at peak times.,2,0
['anecdotes/miscellaneous'],['positive'],I ate here for the first time and absolutely loved it!,1,0
['food'],['positive'],"But after last night, Spice Grill is the only place I'm eating indian cuisine.",1,0
['food'],['negative'],you can actually get 2 salads worth if u take it home and add it to some lettuce!,1,0
['service'],['negative'],The bartender on my most recent visit was so incredibly rude that I will never go back.,1,0
['anecdotes/miscellaneous'],['positive'],They outshine HH.,1,0
['anecdotes/miscellaneous'],['neutral'],"By the time we were done, it was past 1:00am.",1,0
['food'],['positive'],Le Pere Pinard has a dollar 15 pre-theater menu that is outstanding.,1,0
['food'],['positive'],Salads are a delicious way to begin the meal.,1,0
['anecdotes/miscellaneous'],['positive'],"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",1,0
"['food', 'service', 'ambience', 'price']","['positive', 'positive', 'positive', 'positive']","good music, great food, speedy service affordable prices.",4,0
['anecdotes/miscellaneous'],['positive'],I highly recommend to anyone to give this place a try.,1,0
['food'],['negative'],My steak au poivre was one of the worst I've had.,1,0
['anecdotes/miscellaneous'],['neutral'],"For asian fusion, there are many places further downtown.",1,0
['food'],['positive'],The food was spicy and delicious.,1,0
['service'],['positive'],The service is fantastic.,1,0
['ambience'],['negative'],I was with a party of 7  close but not next the the front doors  and we were eating with our coats on.,1,0
['price'],['negative'],I think this would be a pretty good spot if it were not so overpriced and overrated.,1,0
['anecdotes/miscellaneous'],['positive'],"Everytime my husband and I go there, we are never disappointed.",1,0
['anecdotes/miscellaneous'],['positive'],What a great place.,1,0
['anecdotes/miscellaneous'],['positive'],This was a repeat visit and we'll definitely be back again.,1,0
['anecdotes/miscellaneous'],['positive'],I pray it stays open forever.,1,0
['anecdotes/miscellaneous'],['positive'],I have never had anything like it!,1,0
['anecdotes/miscellaneous'],['positive'],Another great place to take out-of-towners!,1,0
['food'],['positive'],Even my Indian friend couldn't believe how good and tasty everything was.,1,0
['anecdotes/miscellaneous'],['positive'],I must give it Yon out of Yon stars!,1,0
['anecdotes/miscellaneous'],['positive'],"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",1,0
['price'],['positive'],The prices were fantastic.,1,0
['food'],['neutral'],"Dip the ingredients in with your chopsticks, swirl them around, and eat.",1,0
['ambience'],['neutral'],Decor is minimalist and clean - nothing to distract or commend.,1,0
['anecdotes/miscellaneous'],['positive'],I went to Ruby Foos for my birthday and enjoyed our experience there.,1,0
['ambience'],['positive'],The place's decor and hidden bathrooms made for a good laugh.,1,0
['ambience'],['positive'],Romantic if you want it to be  brightly lit .,1,0
['price'],['negative'],Somewhat pricey but what the heck.,1,0
"['food', 'price']","['positive', 'positive']",Food is great and inexpensive.,2,0
['anecdotes/miscellaneous'],['neutral'],I have eaten a lot of pizza here.,1,0
['anecdotes/miscellaneous'],['neutral'],This restaurant used to be our regular Thursday night dinner location.,1,0
['food'],['positive'],fine dining restaurant quality.,1,0
['anecdotes/miscellaneous'],['negative'],Go only if you are already in the neighborhood and don't want to bother going farther for a better place.,1,0
['service'],['positive'],"If presentation and service is your thing, then this magic show works.",1,0
['food'],['positive'],"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",1,0
['service'],['negative'],"They brought glasses and the bottle, and just left the bottle at our table.",1,0
['anecdotes/miscellaneous'],['negative'],The strong scents coming from the left and right of me negatively affected my taste buds.,1,0
['food'],['positive'],I had a huge pastrami sandwich on a roll.,1,0
['food'],['negative'],The soup for the udon was soy sauce and water.,1,0
"['food', 'ambience']","['neutral', 'neutral']",I care more about the food and ambience.,2,0
['anecdotes/miscellaneous'],['positive'],"If we were to move from the upper east side, we would genuinely miss this restaurant.",1,0
"['service', 'ambience']","['positive', 'positive']","Ambience is delightful, service impeccable.",2,0
['service'],['positive'],Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,1,0
['food'],['positive'],"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",1,0
['service'],['positive'],"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze  they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking .",1,0
['food'],['positive'],We could have made a meal of the yummy dumplings from the dumpling menu.,1,0
['anecdotes/miscellaneous'],['positive'],I look forward to eating here again,1,0
['food'],['positive'],We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,1,0
['anecdotes/miscellaneous'],['negative'],This place was not ALL THAT!,1,0
['anecdotes/miscellaneous'],['positive'],Definitely not a restaurant to skip!,1,0
['ambience'],['negative'],"It is LOUD, HOT and DARK.",1,0
['food'],['positive'],"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",1,0
['food'],['positive'],"Largest and freshest pieces of sushi, and delicious!",1,0
['service'],['negative'],I've never been treated so rudely.,1,0
['anecdotes/miscellaneous'],['neutral'],Went on a double date with friend and his girlfriend for a few drinks and appetizers.,1,0
['price'],['negative'],Also a little more expensive than your average bagel place.,1,0
['anecdotes/miscellaneous'],['neutral'],We visit at least once a month.,1,0
['food'],['neutral'],kalbi and nebbiolo do work together.,1,0
['anecdotes/miscellaneous'],['positive'],"La Rosa waltzes in, and I think they are doing it the best.",1,0
"['food', 'service']","['positive', 'positive']",The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,2,0
['food'],['positive'],"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",1,0
['anecdotes/miscellaneous'],['negative'],For an untrendy rip-off- eat here.,1,0
"['service', 'price']","['positive', 'positive']",The food is so cheap and the waiters are nice.,2,0
['anecdotes/miscellaneous'],['positive'],This is a fun restaurant to go to.,1,0
"['food', 'anecdotes/miscellaneous']","['negative', 'negative']","Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",2,0
"['food', 'price']","['positive', 'positive']",Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,2,0
['anecdotes/miscellaneous'],['neutral'],I read the other review and have to say I had the opposite experience here last Sunday.,1,0
['anecdotes/miscellaneous'],['positive'],It's to die for!,1,0
['service'],['negative'],The service is awful--the last time I was there  and I do mean the last time  we were told that they needed our table so we would have to leave.,1,0
['food'],['positive'],The lava cake dessert was incredible and I recommend it.,1,0
['anecdotes/miscellaneous'],['positive'],"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",1,0
"['food', 'ambience', 'price']","['positive', 'positive', 'positive']","You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",3,0
['ambience'],['negative'],"Most people eat there seem to be typical Upper East Side snobs, so be aware.",1,0
['price'],['negative'],"I need at least three rolls to be full, and that's at least dollar 14.00!",1,0
['food'],['positive'],Personal pans are the perfect size for those hungry nights.,1,0
['food'],['neutral'],We began with the cheese fondue  the artisanal blend  and added apples and kielbasa to dip.,1,0
['anecdotes/miscellaneous'],['positive'],I have eaten at Shabu Tatsu at least 5 times and I always want to go back for more!,1,0
['food'],['positive'],"stick with the chicken, beef, and lamb dishes.",1,0
['ambience'],['positive'],PERFECT FOR DATES!,1,0
['anecdotes/miscellaneous'],['negative'],"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",1,0
['ambience'],['neutral'],"If the weather is nice, try to snag an outside table.",1,0
['anecdotes/miscellaneous'],['positive'],The entire dining experience was wonderful!,1,0
['ambience'],['positive'],"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",1,0
['food'],['positive'],"Tasty steak, pork loin, the works.",1,0
"['service', 'ambience']","['negative', 'negative']",Service was also horrible and the ambience is not that great.,2,0
['service'],['positive'],Service was quick.,1,0
"['anecdotes/miscellaneous', 'service']","['negative', 'negative']",I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,2,0
['anecdotes/miscellaneous'],['positive'],Went here last night and had a pleasant experience.,1,0
['food'],['negative'],"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",1,0
['anecdotes/miscellaneous'],['positive'],VT is what baby pizzas hope to be when they grow up.,1,0
['service'],['positive'],The service was the only thing good about this restaurant.,1,0
['price'],['negative'],"If you want to save some money, don't go here.",1,0
['food'],['positive'],I found the variety of the sashimi plate to be satisfying - fresh and yummy.,1,0
